venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario;costo_unitario;descuento_porcentaje;venta_neta;costo_total;utilidad
2384;2023-09-04;9;161;1;6;4;316.86;233;0;1267.44;932;335.44
2385;2023-09-30;7;473;2;2;3;522.78;346;0;1568.34;1038;530.34
2386;2023-05-24;23;100;3;3;5;1081.01;680;0;5405.05;3400;2005.05
2387;2025-08-11;22;370;4;14;5;96.8;77;15;411.4;385;26.4
2388;2024-05-17;20;121;3;13;1;479.99;293;0;479.99;293;186.99
2389;2023-05-16;1;344;4;4;1;242.37;174;0;242.37;174;68.37
2390;2024-12-12;2;209;4;4;3;1150.48;670;10;3106.3;2010;1096.3
2391;2023-10-30;12;284;3;8;5;181.86;114;15;772.91;570;202.91
2392;2023-11-03;4;304;5;10;2;1059.28;606;0;2118.56;1212;906.56
2393;2024-11-16;9;183;2;7;5;316.86;233;0;1584.3;1165;419.3
2394;2024-08-12;25;184;5;15;4;978.48;682;0;3913.92;2728;1185.92
2395;2025-07-06;7;22;4;9;5;522.78;346;5;2483.2;1730;753.2
2396;2023-03-02;11;472;4;4;4;519.38;363;0;2077.52;1452;625.52
2397;2024-04-15;17;33;3;13;1;439.51;310;10;395.56;310;85.56
2398;2025-10-30;6;369;4;9;1;125.45;96;10;112.91;96;16.91
2399;2025-05-26;6;493;5;10;5;125.45;96;10;564.52;480;84.52
2400;2024-01-14;9;153;4;9;1;316.86;233;0;316.86;233;83.86
2401;2024-07-09;4;437;5;10;3;1059.28;606;0;3177.84;1818;1359.84
2402;2024-07-24;16;488;3;8;4;142.24;105;0;568.96;420;148.96
2403;2025-06-30;9;468;5;5;2;316.86;233;0;633.72;466;167.72
2404;2024-06-26;26;82;1;1;2;835.82;478;5;1588.06;956;632.06
2405;2023-03-22;24;84;3;3;4;405.54;306;10;1459.94;1224;235.94
2406;2024-03-07;25;233;2;12;3;978.48;682;0;2935.44;2046;889.44
2407;2024-08-23;21;213;5;10;1;382.02;244;0;382.02;244;138.02
2408;2025-09-22;23;218;1;11;2;1081.01;680;0;2162.02;1360;802.02
2409;2024-12-14;17;162;5;15;4;439.51;310;0;1758.04;1240;518.04
2410;2023-05-29;2;214;5;5;1;1150.48;670;0;1150.48;670;480.48
2411;2024-01-07;6;82;5;10;2;125.45;96;0;250.9;192;58.9
2412;2024-07-11;21;376;2;12;5;382.02;244;15;1623.58;1220;403.58
2413;2025-12-19;12;347;3;3;1;181.86;114;0;181.86;114;67.86
2414;2024-03-06;23;371;3;13;2;1081.01;680;0;2162.02;1360;802.02
2415;2025-07-29;21;190;1;6;4;382.02;244;15;1298.87;976;322.87
2416;2023-08-09;18;101;3;13;5;377.84;282;5;1794.74;1410;384.74
2417;2024-08-05;12;346;5;10;3;181.86;114;15;463.74;342;121.74
2418;2024-06-02;7;312;5;5;2;522.78;346;0;1045.56;692;353.56
2419;2023-09-09;12;261;1;1;2;181.86;114;0;363.72;228;135.72
2420;2023-03-21;11;31;1;1;5;519.38;363;5;2467.05;1815;652.05
2421;2025-11-27;1;394;2;12;2;242.37;174;15;412.03;348;64.03
2422;2025-04-17;6;487;2;7;2;125.45;96;0;250.9;192;58.9
2423;2024-05-03;19;63;5;5;1;244.74;140;0;244.74;140;104.74
2424;2024-09-29;17;93;5;10;3;439.51;310;0;1318.53;930;388.53
2425;2024-03-11;8;263;3;8;1;919.26;614;0;919.26;614;305.26
2426;2023-02-13;24;220;4;4;4;405.54;306;0;1622.16;1224;398.16
2427;2023-08-16;1;22;2;2;3;242.37;174;0;727.11;522;205.11
2428;2023-05-14;17;481;2;12;3;439.51;310;15;1120.75;930;190.75
2429;2025-08-23;16;52;1;11;1;142.24;105;0;142.24;105;37.24
2430;2023-10-12;25;154;4;9;2;978.48;682;0;1956.96;1364;592.96
2431;2023-06-02;17;23;5;5;2;439.51;310;0;879.02;620;259.02
2432;2025-01-08;21;141;5;10;5;382.02;244;0;1910.1;1220;690.1
2433;2023-03-08;1;491;1;1;3;242.37;174;15;618.04;522;96.04
2434;2023-11-14;14;482;1;6;1;361.58;231;10;325.42;231;94.42
2435;2023-09-24;7;156;4;4;3;522.78;346;10;1411.51;1038;373.51
2436;2025-09-26;8;491;5;15;1;919.26;614;5;873.3;614;259.3
2437;2023-08-26;14;165;2;7;4;361.58;231;10;1301.69;924;377.69
2438;2024-01-15;22;154;4;14;3;96.8;77;0;290.4;231;59.4
2439;2025-12-28;8;77;2;2;4;919.26;614;0;3677.04;2456;1221.04
2440;2025-08-17;7;19;3;3;2;522.78;346;15;888.73;692;196.73
2441;2025-10-15;1;473;3;13;1;242.37;174;5;230.25;174;56.25
2442;2025-03-11;3;466;5;5;3;212.75;123;10;574.43;369;205.43
2443;2023-12-20;22;7;3;13;3;96.8;77;5;275.88;231;44.88
2444;2024-05-30;5;433;2;2;5;69.39;47;0;346.95;235;111.95
2445;2023-11-05;20;212;5;5;4;479.99;293;0;1919.96;1172;747.96
2446;2024-07-09;6;389;4;9;3;125.45;96;15;319.9;288;31.9
2447;2023-01-10;8;471;1;6;5;919.26;614;10;4136.67;3070;1066.67
2448;2025-11-23;10;11;4;4;3;1154.83;660;5;3291.27;1980;1311.27
2449;2025-03-18;13;38;3;13;1;770.23;523;10;693.21;523;170.21
2450;2024-06-18;4;102;4;4;3;1059.28;606;10;2860.06;1818;1042.06
2451;2025-08-14;8;297;4;9;2;919.26;614;0;1838.52;1228;610.52
2452;2024-05-25;15;218;1;6;5;74.85;55;5;355.54;275;80.54
2453;2024-03-14;25;152;5;5;5;978.48;682;0;4892.4;3410;1482.4
2454;2025-07-06;20;360;4;9;5;479.99;293;0;2399.95;1465;934.95
2455;2023-04-12;7;155;5;15;1;522.78;346;5;496.64;346;150.64
2456;2024-10-03;13;325;3;3;4;770.23;523;0;3080.92;2092;988.92
2457;2023-12-11;19;86;3;13;4;244.74;140;0;978.96;560;418.96
2458;2023-09-12;22;499;2;7;4;96.8;77;0;387.2;308;79.2
2459;2025-08-07;1;164;5;15;3;242.37;174;0;727.11;522;205.11
2460;2024-04-01;26;43;3;3;1;835.82;478;10;752.24;478;274.24
2461;2025-11-25;10;167;1;1;4;1154.83;660;0;4619.32;2640;1979.32
2462;2025-07-30;21;459;2;7;1;382.02;244;0;382.02;244;138.02
2463;2025-05-03;16;188;5;5;1;142.24;105;0;142.24;105;37.24
2464;2025-09-02;23;462;5;5;4;1081.01;680;0;4324.04;2720;1604.04
2465;2024-02-24;25;329;3;13;4;978.48;682;0;3913.92;2728;1185.92
2466;2025-04-24;20;93;5;5;3;479.99;293;0;1439.97;879;560.97
2467;2024-06-08;25;299;1;6;5;978.48;682;5;4647.78;3410;1237.78
2468;2024-05-06;21;355;1;6;1;382.02;244;10;343.82;244;99.82
2469;2023-08-23;7;117;1;11;5;522.78;346;0;2613.9;1730;883.9
2470;2025-09-30;15;399;5;10;4;74.85;55;0;299.4;220;79.4
2471;2025-05-08;11;7;1;11;1;519.38;363;10;467.44;363;104.44
2472;2023-01-10;24;469;1;6;5;405.54;306;0;2027.7;1530;497.7
2473;2024-09-06;12;65;1;1;4;181.86;114;5;691.07;456;235.07
2474;2023-10-28;19;112;1;6;4;244.74;140;0;978.96;560;418.96
2475;2025-08-14;25;93;2;12;4;978.48;682;0;3913.92;2728;1185.92
2476;2024-08-22;18;491;5;15;3;377.84;282;10;1020.17;846;174.17
2477;2025-04-04;22;256;1;1;1;96.8;77;0;96.8;77;19.8
2478;2025-12-22;2;336;1;1;2;1150.48;670;0;2300.96;1340;960.96
2479;2025-04-23;9;343;3;3;1;316.86;233;0;316.86;233;83.86
2480;2023-09-26;20;11;3;3;3;479.99;293;5;1367.97;879;488.97
2481;2024-11-22;16;472;5;5;2;142.24;105;10;256.03;210;46.03
2482;2024-09-19;15;141;1;11;5;74.85;55;5;355.54;275;80.54
2483;2024-03-26;9;461;5;15;3;316.86;233;0;950.58;699;251.58
2484;2023-03-06;12;421;3;8;4;181.86;114;0;727.44;456;271.44
2485;2024-11-09;3;104;2;12;3;212.75;123;10;574.43;369;205.43
2486;2023-11-05;17;145;5;10;3;439.51;310;0;1318.53;930;388.53
2487;2025-07-26;22;305;1;11;3;96.8;77;0;290.4;231;59.4
2488;2023-03-16;19;438;3;3;4;244.74;140;0;978.96;560;418.96
2489;2024-06-30;11;44;4;9;3;519.38;363;10;1402.33;1089;313.33
2490;2024-01-28;13;179;4;9;1;770.23;523;5;731.72;523;208.72
2491;2023-11-13;7;53;2;7;3;522.78;346;0;1568.34;1038;530.34
2492;2024-04-07;17;397;2;7;3;439.51;310;0;1318.53;930;388.53
2493;2025-06-24;18;246;2;7;2;377.84;282;0;755.68;564;191.68
2494;2025-03-07;14;224;1;6;4;361.58;231;10;1301.69;924;377.69
2495;2023-03-29;15;350;5;10;3;74.85;55;5;213.32;165;48.32
2496;2025-05-22;10;91;3;3;2;1154.83;660;10;2078.69;1320;758.69
2497;2023-10-23;26;312;2;7;3;835.82;478;0;2507.46;1434;1073.46
2498;2024-02-22;21;70;3;8;3;382.02;244;0;1146.06;732;414.06
2499;2024-05-30;3;61;3;3;2;212.75;123;10;382.95;246;136.95
2500;2023-02-15;17;65;4;4;5;439.51;310;0;2197.55;1550;647.55
2501;2024-03-23;13;113;1;1;2;770.23;523;5;1463.44;1046;417.44
2502;2025-04-29;16;357;4;9;3;142.24;105;0;426.72;315;111.72
2503;2025-01-09;21;112;1;1;5;382.02;244;0;1910.1;1220;690.1
2504;2025-06-03;13;64;5;5;5;770.23;523;10;3466.04;2615;851.04
2505;2024-05-09;3;173;5;5;2;212.75;123;0;425.5;246;179.5
2506;2023-02-01;16;383;4;4;5;142.24;105;5;675.64;525;150.64
2507;2023-11-07;22;284;3;8;1;96.8;77;0;96.8;77;19.8
2508;2024-12-06;25;178;1;1;4;978.48;682;15;3326.83;2728;598.83
2509;2023-02-17;25;389;4;9;5;978.48;682;0;4892.4;3410;1482.4
2510;2023-06-11;23;437;4;9;2;1081.01;680;0;2162.02;1360;802.02
2511;2023-12-27;11;26;3;8;5;519.38;363;0;2596.9;1815;781.9
2512;2024-05-29;7;261;3;3;2;522.78;346;0;1045.56;692;353.56
2513;2025-04-20;24;145;3;8;1;405.54;306;5;385.26;306;79.26
2514;2023-03-17;21;239;4;9;5;382.02;244;15;1623.58;1220;403.58
2515;2023-07-07;18;56;3;13;5;377.84;282;0;1889.2;1410;479.2
2516;2023-11-23;9;150;3;8;3;316.86;233;0;950.58;699;251.58
2517;2025-04-15;14;244;5;15;3;361.58;231;10;976.27;693;283.27
2518;2023-01-13;9;420;4;4;2;316.86;233;0;633.72;466;167.72
2519;2025-02-19;8;226;5;10;5;919.26;614;10;4136.67;3070;1066.67
2520;2024-11-11;25;294;2;12;3;978.48;682;15;2495.12;2046;449.12
2521;2025-09-16;6;183;2;7;5;125.45;96;5;595.89;480;115.89
2522;2023-02-19;19;434;3;3;1;244.74;140;5;232.5;140;92.5
2523;2023-09-22;15;191;2;12;3;74.85;55;0;224.55;165;59.55
2524;2024-10-25;7;39;5;15;5;522.78;346;10;2352.51;1730;622.51
2525;2023-04-22;16;119;4;14;2;142.24;105;0;284.48;210;74.48
2526;2024-12-30;23;321;4;9;5;1081.01;680;5;5134.8;3400;1734.8
2527;2023-06-23;4;214;1;1;2;1059.28;606;10;1906.7;1212;694.7
2528;2025-09-09;6;247;5;5;4;125.45;96;0;501.8;384;117.8
2529;2024-05-25;2;71;4;14;5;1150.48;670;0;5752.4;3350;2402.4
2530;2025-01-16;1;39;1;11;2;242.37;174;15;412.03;348;64.03
2531;2023-05-13;15;252;2;7;1;74.85;55;10;67.36;55;12.36
2532;2025-09-14;20;314;2;2;4;479.99;293;5;1823.96;1172;651.96
2533;2023-05-22;15;180;5;5;2;74.85;55;10;134.73;110;24.73
2534;2024-04-12;23;443;4;14;2;1081.01;680;15;1837.72;1360;477.72
2535;2025-08-13;16;419;1;6;4;142.24;105;10;512.06;420;92.06
2536;2023-10-28;22;262;3;3;2;96.8;77;15;164.56;154;10.56
2537;2025-08-11;17;452;4;4;5;439.51;310;15;1867.92;1550;317.92
2538;2024-04-07;23;34;4;9;5;1081.01;680;0;5405.05;3400;2005.05
2539;2025-04-21;24;69;1;1;4;405.54;306;10;1459.94;1224;235.94
2540;2024-08-02;4;207;2;7;5;1059.28;606;0;5296.4;3030;2266.4
2541;2024-12-06;15;441;4;9;5;74.85;55;0;374.25;275;99.25
2542;2023-03-20;21;455;1;11;3;382.02;244;0;1146.06;732;414.06
2543;2024-08-18;24;210;4;9;4;405.54;306;0;1622.16;1224;398.16
2544;2023-11-04;14;181;1;6;5;361.58;231;15;1536.71;1155;381.71
2545;2023-11-11;8;10;3;3;1;919.26;614;5;873.3;614;259.3
2546;2024-04-25;15;466;1;6;3;74.85;55;0;224.55;165;59.55
2547;2024-02-24;5;31;1;6;5;69.39;47;0;346.95;235;111.95
2548;2023-10-13;10;75;5;15;4;1154.83;660;0;4619.32;2640;1979.32
2549;2023-03-27;21;136;3;13;3;382.02;244;0;1146.06;732;414.06
2550;2023-07-16;14;320;5;10;4;361.58;231;0;1446.32;924;522.32
2551;2025-10-07;7;21;4;4;4;522.78;346;0;2091.12;1384;707.12
2552;2025-10-15;1;110;3;3;2;242.37;174;15;412.03;348;64.03
2553;2025-06-25;3;347;1;1;1;212.75;123;0;212.75;123;89.75
2554;2023-02-06;25;228;3;8;5;978.48;682;5;4647.78;3410;1237.78
2555;2025-11-25;18;18;4;4;1;377.84;282;15;321.16;282;39.16
2556;2024-05-24;11;466;5;5;4;519.38;363;0;2077.52;1452;625.52
2557;2025-06-26;20;381;1;11;4;479.99;293;0;1919.96;1172;747.96
2558;2023-01-07;22;287;1;1;3;96.8;77;5;275.88;231;44.88
2559;2025-07-15;11;377;5;5;1;519.38;363;0;519.38;363;156.38
2560;2023-03-05;9;381;4;14;5;316.86;233;0;1584.3;1165;419.3
2561;2025-04-05;11;334;2;12;5;519.38;363;0;2596.9;1815;781.9
2562;2023-09-08;13;500;4;14;5;770.23;523;15;3273.48;2615;658.48
2563;2025-05-24;1;39;2;7;2;242.37;174;5;460.5;348;112.5
2564;2024-08-13;23;450;1;1;1;1081.01;680;0;1081.01;680;401.01
2565;2024-04-21;21;54;3;3;3;382.02;244;15;974.15;732;242.15
2566;2023-05-05;13;68;1;11;3;770.23;523;0;2310.69;1569;741.69
2567;2024-01-22;20;464;5;15;2;479.99;293;0;959.98;586;373.98
2568;2025-08-27;15;485;4;4;3;74.85;55;5;213.32;165;48.32
2569;2024-08-24;24;430;2;7;1;405.54;306;5;385.26;306;79.26
2570;2023-09-30;21;107;4;4;5;382.02;244;10;1719.09;1220;499.09
2571;2024-06-04;15;313;2;12;5;74.85;55;15;318.11;275;43.11
2572;2025-04-25;9;375;2;12;3;316.86;233;0;950.58;699;251.58
2573;2023-10-25;13;408;2;7;3;770.23;523;5;2195.16;1569;626.16
2574;2023-12-01;3;30;3;8;3;212.75;123;0;638.25;369;269.25
2575;2024-07-12;20;358;5;15;3;479.99;293;5;1367.97;879;488.97
2576;2024-08-29;6;6;3;8;5;125.45;96;0;627.25;480;147.25
2577;2025-03-04;19;455;4;9;3;244.74;140;15;624.09;420;204.09
2578;2024-06-30;10;93;4;14;4;1154.83;660;10;4157.39;2640;1517.39
2579;2023-06-21;18;129;3;13;2;377.84;282;0;755.68;564;191.68
2580;2025-02-28;18;422;5;10;5;377.84;282;0;1889.2;1410;479.2
2581;2023-10-25;2;368;3;13;1;1150.48;670;15;977.91;670;307.91
2582;2023-04-11;25;134;2;12;2;978.48;682;0;1956.96;1364;592.96
2583;2024-11-07;8;283;4;14;1;919.26;614;0;919.26;614;305.26
2584;2025-01-01;14;160;5;10;1;361.58;231;15;307.34;231;76.34
2585;2025-05-03;19;58;3;3;5;244.74;140;0;1223.7;700;523.7
2586;2025-06-26;19;173;4;4;3;244.74;140;15;624.09;420;204.09
2587;2024-09-03;16;26;1;1;4;142.24;105;0;568.96;420;148.96
2588;2023-08-28;21;308;3;13;2;382.02;244;5;725.84;488;237.84
2589;2024-09-09;4;100;5;15;5;1059.28;606;0;5296.4;3030;2266.4
2590;2024-11-20;16;222;2;12;3;142.24;105;0;426.72;315;111.72
2591;2025-01-04;2;20;3;13;4;1150.48;670;15;3911.63;2680;1231.63
2592;2024-05-31;21;83;4;14;2;382.02;244;10;687.64;488;199.64
2593;2024-11-07;19;190;2;12;3;244.74;140;5;697.51;420;277.51
2594;2024-03-17;13;305;1;6;1;770.23;523;5;731.72;523;208.72
2595;2024-01-18;9;202;4;14;3;316.86;233;10;855.52;699;156.52
2596;2023-09-17;25;399;1;11;5;978.48;682;0;4892.4;3410;1482.4
2597;2025-09-23;5;89;3;8;2;69.39;47;10;124.9;94;30.9
2598;2023-08-07;25;365;4;9;1;978.48;682;5;929.56;682;247.56
2599;2025-02-17;16;365;2;12;4;142.24;105;0;568.96;420;148.96
2600;2024-11-19;17;466;1;6;5;439.51;310;15;1867.92;1550;317.92
2601;2024-02-17;19;231;1;1;5;244.74;140;15;1040.14;700;340.14
2602;2025-04-26;14;205;4;4;1;361.58;231;10;325.42;231;94.42
2603;2024-09-01;21;35;2;7;2;382.02;244;0;764.04;488;276.04
2604;2025-02-25;7;449;3;13;5;522.78;346;0;2613.9;1730;883.9
2605;2024-03-22;13;368;5;15;3;770.23;523;10;2079.62;1569;510.62
2606;2025-11-08;24;494;3;3;1;405.54;306;15;344.71;306;38.71
2607;2025-07-01;6;316;4;9;5;125.45;96;0;627.25;480;147.25
2608;2023-10-09;21;223;2;12;5;382.02;244;15;1623.58;1220;403.58
2609;2023-10-28;1;144;2;7;5;242.37;174;5;1151.26;870;281.26
2610;2024-09-10;8;414;4;4;3;919.26;614;0;2757.78;1842;915.78
2611;2025-02-23;1;238;4;14;4;242.37;174;10;872.53;696;176.53
2612;2023-04-17;23;249;4;9;2;1081.01;680;15;1837.72;1360;477.72
2613;2024-10-18;22;327;5;5;2;96.8;77;15;164.56;154;10.56
2614;2025-09-29;15;356;2;2;3;74.85;55;10;202.09;165;37.09
2615;2025-08-29;12;67;5;15;4;181.86;114;15;618.32;456;162.32
2616;2025-11-14;21;206;5;15;1;382.02;244;0;382.02;244;138.02
2617;2023-04-23;22;291;3;8;1;96.8;77;0;96.8;77;19.8
2618;2024-04-19;19;373;4;14;3;244.74;140;0;734.22;420;314.22
2619;2025-03-08;5;421;5;5;2;69.39;47;0;138.78;94;44.78
2620;2024-06-10;22;16;5;15;1;96.8;77;15;82.28;77;5.28
2621;2023-07-08;20;299;1;11;2;479.99;293;15;815.98;586;229.98
2622;2023-10-07;3;376;5;15;5;212.75;123;15;904.19;615;289.19
2623;2023-08-25;24;248;2;2;4;405.54;306;15;1378.84;1224;154.84
2624;2025-10-15;6;459;3;8;2;125.45;96;0;250.9;192;58.9
2625;2025-08-18;11;9;1;1;4;519.38;363;5;1973.64;1452;521.64
2626;2023-01-16;8;401;2;7;4;919.26;614;0;3677.04;2456;1221.04
2627;2023-09-05;21;241;4;14;3;382.02;244;0;1146.06;732;414.06
2628;2025-06-16;13;398;5;5;3;770.23;523;15;1964.09;1569;395.09
2629;2023-11-21;24;462;5;15;1;405.54;306;15;344.71;306;38.71
2630;2024-06-09;18;359;3;13;4;377.84;282;0;1511.36;1128;383.36
2631;2024-04-29;20;380;1;6;2;479.99;293;15;815.98;586;229.98
2632;2025-06-20;8;10;4;4;1;919.26;614;5;873.3;614;259.3
2633;2025-07-04;2;257;4;4;2;1150.48;670;0;2300.96;1340;960.96
2634;2025-03-11;16;19;4;9;5;142.24;105;0;711.2;525;186.2
2635;2024-06-27;23;200;1;6;5;1081.01;680;0;5405.05;3400;2005.05
2636;2023-01-12;12;88;1;11;3;181.86;114;10;491.02;342;149.02
2637;2023-01-20;17;289;1;11;4;439.51;310;0;1758.04;1240;518.04
2638;2024-04-30;12;124;3;8;5;181.86;114;0;909.3;570;339.3
2639;2024-08-23;24;112;4;9;2;405.54;306;0;811.08;612;199.08
2640;2024-02-20;16;393;5;15;5;142.24;105;0;711.2;525;186.2
2641;2025-06-11;9;311;3;8;4;316.86;233;0;1267.44;932;335.44
2642;2025-07-24;13;474;4;9;1;770.23;523;15;654.7;523;131.7
2643;2025-11-02;16;124;5;10;2;142.24;105;15;241.81;210;31.81
2644;2024-11-21;6;209;2;2;4;125.45;96;0;501.8;384;117.8
2645;2024-10-23;12;178;4;4;1;181.86;114;15;154.58;114;40.58
2646;2024-12-14;17;494;4;9;5;439.51;310;5;2087.67;1550;537.67
2647;2025-12-14;17;233;3;13;4;439.51;310;0;1758.04;1240;518.04
2648;2024-07-07;21;156;5;5;5;382.02;244;15;1623.58;1220;403.58
2649;2025-11-30;12;488;4;9;1;181.86;114;10;163.67;114;49.67
2650;2025-01-26;13;280;5;10;4;770.23;523;10;2772.83;2092;680.83
2651;2023-08-31;2;498;5;10;4;1150.48;670;10;4141.73;2680;1461.73
2652;2024-06-13;24;200;2;12;3;405.54;306;10;1094.96;918;176.96
2653;2023-11-21;9;344;5;5;4;316.86;233;0;1267.44;932;335.44
2654;2024-08-10;2;165;3;8;2;1150.48;670;5;2185.91;1340;845.91
2655;2024-09-22;26;149;2;12;3;835.82;478;10;2256.71;1434;822.71
2656;2024-04-11;7;28;5;5;3;522.78;346;0;1568.34;1038;530.34
2657;2025-10-24;18;497;3;3;5;377.84;282;5;1794.74;1410;384.74
2658;2025-12-02;1;8;3;8;5;242.37;174;10;1090.66;870;220.66
2659;2024-07-04;7;161;4;14;3;522.78;346;5;1489.92;1038;451.92
2660;2024-09-27;25;357;1;11;2;978.48;682;10;1761.26;1364;397.26
2661;2025-04-24;25;339;2;12;5;978.48;682;0;4892.4;3410;1482.4
2662;2024-08-28;15;362;5;15;4;74.85;55;0;299.4;220;79.4
2663;2025-01-24;17;134;1;6;2;439.51;310;0;879.02;620;259.02
2664;2024-10-25;18;96;2;7;4;377.84;282;0;1511.36;1128;383.36
2665;2023-12-03;23;235;1;11;2;1081.01;680;0;2162.02;1360;802.02
2666;2023-03-02;3;389;4;14;4;212.75;123;15;723.35;492;231.35
2667;2025-03-12;2;348;3;3;2;1150.48;670;0;2300.96;1340;960.96
2668;2025-03-15;5;385;2;12;4;69.39;47;0;277.56;188;89.56
2669;2024-04-03;17;17;1;11;5;439.51;310;0;2197.55;1550;647.55
2670;2025-07-22;17;169;5;15;3;439.51;310;0;1318.53;930;388.53
2671;2023-07-19;18;88;1;1;1;377.84;282;10;340.06;282;58.06
2672;2023-11-27;14;54;4;14;5;361.58;231;0;1807.9;1155;652.9
2673;2023-02-20;7;5;1;1;1;522.78;346;15;444.36;346;98.36
2674;2024-12-20;14;370;1;11;2;361.58;231;0;723.16;462;261.16
2675;2025-12-01;1;129;4;4;1;242.37;174;0;242.37;174;68.37
2676;2023-06-10;8;94;4;14;3;919.26;614;0;2757.78;1842;915.78
2677;2025-06-07;25;189;4;14;3;978.48;682;0;2935.44;2046;889.44
2678;2023-07-31;5;182;4;4;1;69.39;47;0;69.39;47;22.39
2679;2023-04-13;5;413;3;3;4;69.39;47;0;277.56;188;89.56
2680;2025-06-20;20;380;2;7;2;479.99;293;15;815.98;586;229.98
2681;2024-09-05;24;33;3;3;3;405.54;306;10;1094.96;918;176.96
2682;2023-12-19;7;245;1;11;5;522.78;346;5;2483.2;1730;753.2
2683;2025-08-17;12;319;4;14;3;181.86;114;15;463.74;342;121.74
2684;2025-09-21;5;428;4;9;4;69.39;47;10;249.8;188;61.8
2685;2023-06-03;7;214;4;9;5;522.78;346;15;2221.81;1730;491.81
2686;2024-08-11;4;471;4;14;3;1059.28;606;5;3018.95;1818;1200.95
2687;2025-11-08;8;98;1;1;2;919.26;614;10;1654.67;1228;426.67
2688;2024-02-15;5;178;2;7;5;69.39;47;0;346.95;235;111.95
2689;2024-06-11;11;391;4;4;5;519.38;363;0;2596.9;1815;781.9
2690;2025-08-13;5;145;2;2;5;69.39;47;10;312.25;235;77.25
2691;2023-10-08;3;210;4;9;5;212.75;123;0;1063.75;615;448.75
2692;2024-02-07;2;44;3;13;3;1150.48;670;0;3451.44;2010;1441.44
2693;2024-11-15;26;125;2;12;2;835.82;478;10;1504.48;956;548.48
2694;2025-10-06;13;17;2;12;3;770.23;523;0;2310.69;1569;741.69
2695;2024-05-15;14;217;1;11;3;361.58;231;0;1084.74;693;391.74
2696;2025-02-26;3;357;2;7;1;212.75;123;0;212.75;123;89.75
2697;2024-06-01;25;349;1;11;3;978.48;682;5;2788.67;2046;742.67
2698;2025-06-21;5;157;2;2;5;69.39;47;0;346.95;235;111.95
2699;2024-05-30;11;213;1;11;1;519.38;363;0;519.38;363;156.38
2700;2024-10-10;2;153;4;14;2;1150.48;670;0;2300.96;1340;960.96
2701;2025-12-03;21;236;1;6;1;382.02;244;0;382.02;244;138.02
2702;2023-11-23;18;267;1;6;1;377.84;282;5;358.95;282;76.95
2703;2024-05-06;11;186;2;12;4;519.38;363;5;1973.64;1452;521.64
2704;2025-02-14;7;360;1;1;4;522.78;346;0;2091.12;1384;707.12
2705;2024-02-19;17;116;1;6;5;439.51;310;15;1867.92;1550;317.92
2706;2023-05-06;6;309;3;3;4;125.45;96;10;451.62;384;67.62
2707;2023-06-29;4;490;5;10;2;1059.28;606;10;1906.7;1212;694.7
2708;2023-04-26;8;249;5;10;3;919.26;614;15;2344.11;1842;502.11
2709;2023-09-07;10;326;3;3;2;1154.83;660;0;2309.66;1320;989.66
2710;2023-09-20;10;122;4;14;3;1154.83;660;0;3464.49;1980;1484.49
2711;2023-07-31;1;373;1;1;1;242.37;174;5;230.25;174;56.25
2712;2023-07-27;16;296;2;7;3;142.24;105;5;405.38;315;90.38
2713;2024-11-19;3;352;4;4;3;212.75;123;0;638.25;369;269.25
2714;2025-12-06;16;86;2;12;5;142.24;105;0;711.2;525;186.2
2715;2025-02-04;10;88;4;14;3;1154.83;660;0;3464.49;1980;1484.49
2716;2024-11-19;11;243;4;14;1;519.38;363;0;519.38;363;156.38
2717;2023-02-16;18;235;4;14;1;377.84;282;0;377.84;282;95.84
2718;2023-10-24;16;200;2;7;3;142.24;105;5;405.38;315;90.38
2719;2023-11-13;5;254;2;7;2;69.39;47;0;138.78;94;44.78
2720;2023-12-03;19;471;5;10;5;244.74;140;5;1162.52;700;462.52
2721;2025-08-24;4;437;3;13;1;1059.28;606;15;900.39;606;294.39
2722;2025-08-05;26;382;4;4;3;835.82;478;0;2507.46;1434;1073.46
2723;2023-04-25;6;392;2;7;5;125.45;96;0;627.25;480;147.25
2724;2024-03-14;13;168;3;3;1;770.23;523;15;654.7;523;131.7
2725;2024-07-04;2;490;1;6;5;1150.48;670;5;5464.78;3350;2114.78
2726;2025-05-13;17;18;2;2;4;439.51;310;5;1670.14;1240;430.14
2727;2025-03-26;11;202;4;9;4;519.38;363;0;2077.52;1452;625.52
2728;2025-11-05;25;74;4;9;4;978.48;682;0;3913.92;2728;1185.92
2729;2025-08-20;2;241;1;1;2;1150.48;670;15;1955.82;1340;615.82
2730;2024-06-18;8;145;3;13;5;919.26;614;0;4596.3;3070;1526.3
2731;2023-06-24;12;210;2;12;5;181.86;114;0;909.3;570;339.3
2732;2025-04-05;21;391;3;8;4;382.02;244;5;1451.68;976;475.68
2733;2025-08-25;2;83;5;5;4;1150.48;670;0;4601.92;2680;1921.92
2734;2023-07-08;18;10;3;8;2;377.84;282;0;755.68;564;191.68
2735;2024-09-30;17;277;5;10;1;439.51;310;15;373.58;310;63.58
2736;2025-04-21;12;66;5;10;1;181.86;114;10;163.67;114;49.67
2737;2024-05-19;21;93;2;7;2;382.02;244;0;764.04;488;276.04
2738;2023-09-05;3;402;1;6;1;212.75;123;0;212.75;123;89.75
